user_id,region,age_group,plan,main_device,favorite_genres,tenure_months
U0362,Sudeste,45-54,Basic,Smart TV,Suspense|Comédia|Drama,36
U0363,Sudeste,35-44,Basic,Mobile,Comédia|Aventura|Família,21
U0364,Sudeste,45-54,Standard,Tablet,Romance|Ação|Ficção científica,38
U0365,Sul,25-34,Standard,Smart TV,Ação|Documentário|Romance,4
U0366,Sul,18-24,Premium,Smart TV,Aventura|Romance|Terror,35
U0367,Sudeste,25-34,Basic,Smart TV,Crime|Aventura|Romance,16
U0368,Nordeste,25-34,Basic,Mobile,Ficção científica|Aventura|Terror,21
U0369,Sul,45-54,Basic,Smart TV,Animação|Ação|Comédia,45
U0370,Sudeste,25-34,Standard,Mobile,Romance|Suspense|Terror,24
U0371,Nordeste,25-34,Basic,Mobile,Documentário|Terror|Aventura,4
U0372,Sul,45-54,Basic,Desktop,Família|Suspense|Terror,23
U0373,Sul,25-34,Standard,Mobile,Documentário|Ficção científica|Ação,12
U0374,Centro-Oeste,35-44,Basic,Mobile,Documentário|Família|Drama,23
U0375,Sudeste,25-34,Standard,Mobile,Família|Crime|Drama,11
U0376,Sul,55+,Standard,Smart TV,Suspense|Família|Documentário,31
U0377,Sudeste,25-34,Premium,Smart TV,Aventura|Crime|Drama,12
U0378,Sudeste,35-44,Standard,Mobile,Comédia|Animação|Aventura,23
U0379,Sudeste,35-44,Basic,Smart TV,Animação|Crime|Documentário,46
U0380,Sudeste,55+,Standard,Smart TV,Aventura|Comédia|Crime,31
U0381,Sudeste,55+,Basic,Smart TV,Crime|Romance|Família,35
U0382,Sul,45-54,Basic,Smart TV,Terror|Ação|Crime,38
U0383,Sudeste,18-24,Standard,Smart TV,Documentário|Romance|Ficção científica,45
U0384,Sudeste,25-34,Basic,Mobile,Crime|Drama|Comédia,43
U0385,Sudeste,45-54,Basic,Desktop,Terror|Ação|Suspense,42
U0386,Sudeste,35-44,Standard,Smart TV,Drama|Ficção científica|Romance,17
U0387,Sul,45-54,Premium,Desktop,Drama|Terror|Aventura,30
U0388,Sul,45-54,Basic,Smart TV,Drama|Ficção científica|Animação,40
U0389,Nordeste,25-34,Standard,Tablet,Aventura|Drama|Documentário,27
U0390,Norte,25-34,Premium,Mobile,Ação|Drama|Romance,7
U0391,Sudeste,25-34,Basic,Mobile,Ação|Comédia|Animação,25
U0392,Sudeste,35-44,Standard,Mobile,Animação|Ficção científica|Crime,11
U0393,Nordeste,25-34,Basic,Mobile,Aventura|Suspense|Ação,34
U0394,Nordeste,18-24,Premium,Smart TV,Romance|Animação|Aventura,42
U0395,Norte,35-44,Basic,Smart TV,Terror|Ficção científica|Família,34
U0396,Nordeste,18-24,Basic,Tablet,Terror|Ação|Romance,27
U0397,Nordeste,25-34,Premium,Desktop,Drama|Terror|Documentário,29
U0398,Sudeste,25-34,Standard,Mobile,Ficção científica|Comédia|Documentário,26
U0399,Sudeste,25-34,Basic,Desktop,Ação|Romance|Crime,22
U0400,Sul,18-24,Premium,Smart TV,Comédia|Ficção científica|Terror,11
U0401,Sul,35-44,Premium,Mobile,Animação|Suspense|Família,33
U0402,Nordeste,45-54,Standard,Mobile,Crime|Ação|Animação,17
U0403,Norte,35-44,Basic,Smart TV,Comédia|Romance|Ficção científica,8
U0404,Sudeste,55+,Basic,Desktop,Drama|Documentário|Suspense,39
U0405,Sudeste,25-34,Premium,Desktop,Romance|Animação|Drama,27
U0406,Centro-Oeste,18-24,Basic,Desktop,Família|Drama|Documentário,25
U0407,Nordeste,18-24,Basic,Mobile,Documentário|Aventura|Drama,25
U0408,Nordeste,35-44,Basic,Smart TV,Aventura|Documentário|Família,4
U0409,Nordeste,18-24,Basic,Mobile,Terror|Família|Romance,26
U0410,Norte,55+,Standard,Smart TV,Documentário|Ação|Animação,27
U0411,Sudeste,35-44,Standard,Desktop,Aventura|Animação|Drama,25
U0412,Sudeste,45-54,Basic,Smart TV,Família|Ficção científica|Terror,1
U0413,Sudeste,25-34,Basic,Desktop,Aventura|Animação|Romance,37
U0414,Sudeste,35-44,Basic,Mobile,Comédia|Aventura|Ficção científica,30
U0415,Nordeste,25-34,Basic,Smart TV,Família|Animação|Aventura,37
U0416,Sudeste,35-44,Basic,Smart TV,Ficção científica|Aventura|Crime,25
U0417,Sul,45-54,Standard,Mobile,Ação|Documentário|Ficção científica,16
U0418,Sudeste,25-34,Basic,Smart TV,Família|Drama|Aventura,40
U0419,Nordeste,45-54,Basic,Desktop,Aventura|Drama|Documentário,17
U0420,Sudeste,35-44,Standard,Smart TV,Família|Ação|Animação,22
U0421,Sul,35-44,Standard,Smart TV,Família|Crime|Ficção científica,1
U0422,Sudeste,25-34,Standard,Smart TV,Aventura|Suspense|Animação,8
U0423,Sul,18-24,Premium,Smart TV,Ficção científica|Drama|Documentário,6
U0424,Sudeste,18-24,Basic,Smart TV,Ficção científica|Romance|Família,21
U0425,Sul,35-44,Basic,Desktop,Ficção científica|Documentário|Família,13
U0426,Sul,18-24,Basic,Mobile,Crime|Drama|Ficção científica,16
U0427,Norte,55+,Basic,Desktop,Documentário|Animação|Crime,37
U0428,Centro-Oeste,55+,Premium,Smart TV,Drama|Ação|Documentário,33
U0429,Sudeste,18-24,Standard,Smart TV,Suspense|Ficção científica|Romance,39
U0430,Sudeste,35-44,Premium,Smart TV,Documentário|Terror|Romance,40
U0431,Sudeste,25-34,Premium,Mobile,Romance|Terror|Drama,12
U0432,Sudeste,25-34,Premium,Smart TV,Crime|Documentário|Aventura,30
U0433,Sudeste,25-34,Standard,Smart TV,Documentário|Ação|Suspense,42
U0434,Centro-Oeste,45-54,Premium,Mobile,Ação|Aventura|Família,15
U0435,Centro-Oeste,45-54,Standard,Smart TV,Animação|Drama|Crime,19
U0436,Sudeste,18-24,Basic,Mobile,Aventura|Suspense|Família,26
U0437,Nordeste,25-34,Standard,Mobile,Ficção científica|Comédia|Documentário,39
U0438,Nordeste,25-34,Premium,Mobile,Romance|Família|Suspense,8
U0439,Sudeste,35-44,Premium,Smart TV,Ação|Documentário|Aventura,23
U0440,Centro-Oeste,18-24,Standard,Mobile,Documentário|Família|Animação,12
U0441,Norte,45-54,Premium,Smart TV,Animação|Família|Crime,35
U0442,Norte,55+,Standard,Smart TV,Documentário|Suspense|Crime,12
U0443,Nordeste,25-34,Standard,Smart TV,Família|Crime|Documentário,18
U0444,Sudeste,45-54,Basic,Smart TV,Suspense|Comédia|Aventura,17
U0445,Sudeste,35-44,Basic,Mobile,Ação|Animação|Documentário,4
U0446,Norte,35-44,Basic,Mobile,Comédia|Romance|Ação,33
U0447,Sudeste,45-54,Premium,Mobile,Ação|Suspense|Aventura,13
U0448,Sudeste,25-34,Premium,Smart TV,Crime|Ficção científica|Romance,24
U0449,Sudeste,35-44,Basic,Smart TV,Terror|Aventura|Animação,34
U0450,Sul,25-34,Basic,Smart TV,Ficção científica|Família|Crime,38
U0451,Sudeste,35-44,Basic,Tablet,Crime|Suspense|Terror,45
U0452,Nordeste,18-24,Standard,Smart TV,Crime|Aventura|Comédia,7
U0453,Sul,25-34,Standard,Smart TV,Crime|Família|Animação,31
U0454,Sudeste,25-34,Standard,Smart TV,Aventura|Ação|Terror,16
U0455,Sudeste,25-34,Basic,Mobile,Romance|Ação|Aventura,37
U0456,Sul,25-34,Basic,Mobile,Ação|Comédia|Terror,19
U0457,Nordeste,25-34,Premium,Smart TV,Ação|Drama|Ficção científica,1
U0458,Centro-Oeste,45-54,Standard,Mobile,Drama|Documentário|Ficção científica,42
U0459,Nordeste,35-44,Basic,Mobile,Comédia|Suspense|Família,37
U0460,Sudeste,25-34,Basic,Mobile,Romance|Família|Terror,16
U0461,Nordeste,45-54,Basic,Tablet,Aventura|Documentário|Crime,41
U0462,Sul,45-54,Basic,Desktop,Suspense|Documentário|Ação,20
U0463,Nordeste,18-24,Basic,Mobile,Romance|Comédia|Terror,20
U0464,Nordeste,35-44,Standard,Tablet,Romance|Ficção científica|Ação,15
U0465,Sudeste,25-34,Basic,Desktop,Documentário|Romance|Terror,24
U0466,Sul,35-44,Standard,Smart TV,Família|Ficção científica|Aventura,48
U0467,Nordeste,35-44,Standard,Mobile,Ação|Terror|Documentário,3
U0468,Sudeste,18-24,Basic,Mobile,Ação|Ficção científica|Crime,29
U0469,Nordeste,25-34,Standard,Mobile,Aventura|Romance|Suspense,9
U0470,Sudeste,25-34,Premium,Mobile,Crime|Aventura|Ação,6
U0471,Sul,35-44,Basic,Desktop,Família|Animação|Comédia,3
U0472,Nordeste,18-24,Premium,Desktop,Ação|Documentário|Aventura,14
U0473,Sudeste,45-54,Basic,Smart TV,Ficção científica|Ação|Suspense,36
U0474,Sudeste,35-44,Basic,Mobile,Drama|Aventura|Ação,36
U0475,Sul,25-34,Basic,Mobile,Terror|Documentário|Suspense,39
U0476,Sudeste,35-44,Standard,Desktop,Terror|Ficção científica|Crime,7
U0477,Sudeste,18-24,Standard,Mobile,Documentário|Animação|Aventura,6
U0478,Nordeste,35-44,Premium,Smart TV,Ficção científica|Animação|Documentário,48
U0479,Sudeste,25-34,Basic,Smart TV,Comédia|Suspense|Crime,45
U0480,Sul,18-24,Standard,Smart TV,Comédia|Crime|Animação,34
U0481,Sudeste,25-34,Basic,Smart TV,Drama|Aventura|Comédia,41
U0482,Sudeste,18-24,Basic,Smart TV,Documentário|Suspense|Comédia,39
U0483,Sudeste,35-44,Standard,Smart TV,Romance|Animação|Crime,28
U0484,Norte,35-44,Basic,Desktop,Ação|Crime|Aventura,23
U0485,Sul,18-24,Standard,Smart TV,Terror|Crime|Drama,47
U0486,Sudeste,18-24,Standard,Smart TV,Ficção científica|Documentário|Comédia,33
U0487,Sudeste,45-54,Standard,Mobile,Crime|Drama|Família,43
U0488,Sul,25-34,Standard,Smart TV,Animação|Documentário|Comédia,10
U0489,Sul,25-34,Basic,Mobile,Família|Documentário|Animação,11
U0490,Sudeste,35-44,Basic,Desktop,Terror|Comédia|Documentário,31
U0491,Sudeste,18-24,Standard,Smart TV,Drama|Ação|Aventura,46
U0492,Sul,55+,Basic,Mobile,Drama|Aventura|Família,30
U0493,Nordeste,18-24,Basic,Smart TV,Romance|Documentário|Drama,22
U0494,Nordeste,45-54,Basic,Smart TV,Documentário|Aventura|Suspense,2
U0495,Sul,25-34,Standard,Mobile,Suspense|Romance|Drama,8
U0496,Nordeste,18-24,Standard,Smart TV,Romance|Ficção científica|Família,12
U0497,Sul,25-34,Basic,Mobile,Animação|Suspense|Drama,10
U0498,Sul,55+,Basic,Mobile,Terror|Suspense|Família,34
U0499,Nordeste,35-44,Basic,Smart TV,Aventura|Ação|Animação,33
U0500,Sudeste,18-24,Basic,Smart TV,Ficção científica|Terror|Crime,19
U0501,Centro-Oeste,55+,Premium,Mobile,Romance|Documentário|Suspense,48
U0502,Sudeste,18-24,Basic,Smart TV,Terror|Crime|Suspense,19
U0503,Sul,18-24,Basic,Mobile,Romance|Ficção científica|Aventura,22
U0504,Sul,18-24,Premium,Desktop,Animação|Aventura|Drama,26
U0505,Nordeste,45-54,Standard,Mobile,Aventura|Suspense|Ficção científica,28
U0506,Sudeste,18-24,Basic,Smart TV,Romance|Comédia|Ação,10
U0507,Centro-Oeste,18-24,Standard,Mobile,Aventura|Crime|Documentário,15
U0508,Sudeste,55+,Standard,Mobile,Família|Ficção científica|Drama,34
U0509,Sudeste,35-44,Premium,Mobile,Crime|Terror|Ação,41
U0510,Centro-Oeste,25-34,Premium,Tablet,Aventura|Família|Romance,21
U0511,Sudeste,35-44,Standard,Mobile,Ação|Aventura|Documentário,6
U0512,Sul,25-34,Basic,Smart TV,Ação|Ficção científica|Crime,41
U0513,Sul,25-34,Standard,Smart TV,Crime|Animação|Aventura,28
U0514,Centro-Oeste,25-34,Basic,Desktop,Documentário|Animação|Crime,21
U0515,Nordeste,35-44,Standard,Mobile,Terror|Aventura|Suspense,29
U0516,Sudeste,35-44,Premium,Desktop,Drama|Ação|Aventura,40
U0517,Nordeste,25-34,Basic,Mobile,Aventura|Drama|Ação,1
U0518,Sudeste,18-24,Premium,Tablet,Suspense|Família|Aventura,18
U0519,Sul,25-34,Standard,Mobile,Romance|Documentário|Terror,46
U0520,Nordeste,35-44,Basic,Tablet,Romance|Crime|Ação,15
U0521,Nordeste,45-54,Premium,Desktop,Romance|Família|Terror,47
U0522,Nordeste,45-54,Standard,Desktop,Comédia|Crime|Documentário,14
U0523,Nordeste,55+,Standard,Tablet,Comédia|Crime|Suspense,23
U0524,Sul,45-54,Standard,Mobile,Drama|Ação|Família,4
U0525,Centro-Oeste,55+,Basic,Mobile,Comédia|Romance|Animação,35
U0526,Sudeste,35-44,Basic,Mobile,Ação|Romance|Documentário,12
U0527,Sudeste,25-34,Standard,Mobile,Ação|Crime|Terror,41
U0528,Nordeste,35-44,Premium,Mobile,Suspense|Ficção científica|Terror,7
U0529,Sudeste,25-34,Standard,Mobile,Ação|Terror|Aventura,6
U0530,Sudeste,18-24,Premium,Smart TV,Drama|Crime|Terror,23
U0531,Nordeste,25-34,Premium,Desktop,Animação|Ficção científica|Ação,5
U0532,Sul,25-34,Basic,Desktop,Crime|Ficção científica|Documentário,16
U0533,Sudeste,35-44,Premium,Mobile,Drama|Suspense|Crime,34
U0534,Sudeste,25-34,Premium,Mobile,Drama|Animação|Família,25
U0535,Sudeste,18-24,Basic,Desktop,Documentário|Drama|Ficção científica,27
U0536,Sudeste,55+,Standard,Mobile,Romance|Família|Documentário,5
U0537,Sudeste,35-44,Standard,Mobile,Aventura|Crime|Drama,33
U0538,Nordeste,25-34,Premium,Mobile,Comédia|Drama|Ação,5
U0539,Sudeste,25-34,Premium,Mobile,Crime|Suspense|Comédia,28
U0540,Nordeste,18-24,Standard,Mobile,Ficção científica|Documentário|Comédia,38
U0541,Norte,45-54,Premium,Smart TV,Terror|Ação|Suspense,35
U0542,Sudeste,25-34,Standard,Smart TV,Suspense|Ficção científica|Animação,17
U0543,Norte,55+,Premium,Desktop,Suspense|Ficção científica|Família,8
U0544,Sudeste,25-34,Standard,Tablet,Ação|Romance|Documentário,40
U0545,Nordeste,45-54,Premium,Smart TV,Crime|Ação|Família,11
U0546,Norte,18-24,Premium,Desktop,Terror|Drama|Ação,24
U0547,Nordeste,25-34,Basic,Mobile,Animação|Suspense|Aventura,12
U0548,Sudeste,25-34,Premium,Smart TV,Animação|Comédia|Romance,2
U0549,Sudeste,25-34,Standard,Mobile,Documentário|Ficção científica|Comédia,20
U0550,Sudeste,55+,Basic,Smart TV,Ação|Romance|Terror,27
U0551,Norte,35-44,Basic,Smart TV,Documentário|Terror|Suspense,37
U0552,Sudeste,25-34,Standard,Tablet,Ação|Drama|Ficção científica,35
U0553,Sul,35-44,Basic,Mobile,Documentário|Ficção científica|Crime,40
U0554,Sudeste,18-24,Basic,Smart TV,Família|Animação|Ação,40
U0555,Sudeste,55+,Standard,Mobile,Comédia|Ação|Crime,20
U0556,Sudeste,25-34,Basic,Mobile,Romance|Drama|Crime,17
U0557,Sudeste,25-34,Standard,Mobile,Ficção científica|Comédia|Suspense,29
U0558,Sul,25-34,Premium,Smart TV,Terror|Drama|Comédia,24
U0559,Sudeste,18-24,Basic,Smart TV,Comédia|Crime|Terror,15
U0560,Sudeste,55+,Standard,Mobile,Aventura|Romance|Ficção científica,2
U0561,Sul,25-34,Basic,Mobile,Drama|Documentário|Suspense,23
U0562,Sudeste,18-24,Premium,Desktop,Drama|Suspense|Ação,23
U0563,Nordeste,45-54,Standard,Smart TV,Suspense|Documentário|Ação,46
U0564,Sul,25-34,Premium,Desktop,Ação|Suspense|Comédia,40
U0565,Sul,18-24,Standard,Tablet,Terror|Aventura|Suspense,13
U0566,Sudeste,35-44,Premium,Smart TV,Ficção científica|Animação|Família,6
U0567,Sudeste,18-24,Standard,Smart TV,Ficção científica|Documentário|Suspense,38
U0568,Nordeste,45-54,Standard,Mobile,Ficção científica|Ação|Crime,24
U0569,Nordeste,35-44,Basic,Desktop,Terror|Ficção científica|Comédia,3
U0570,Sudeste,25-34,Standard,Smart TV,Romance|Documentário|Animação,37
U0571,Sudeste,25-34,Standard,Smart TV,Aventura|Crime|Drama,17
U0572,Sudeste,25-34,Standard,Mobile,Suspense|Romance|Terror,9
U0573,Nordeste,35-44,Basic,Desktop,Suspense|Crime|Drama,32
U0574,Sudeste,35-44,Standard,Smart TV,Suspense|Animação|Crime,38
U0575,Norte,45-54,Standard,Smart TV,Crime|Ficção científica|Aventura,38
U0576,Sudeste,25-34,Standard,Smart TV,Terror|Crime|Drama,14
U0577,Norte,45-54,Standard,Tablet,Romance|Drama|Ficção científica,29
U0578,Sudeste,18-24,Standard,Mobile,Documentário|Ação|Ficção científica,23
U0579,Sudeste,55+,Standard,Mobile,Ação|Terror|Suspense,42
U0580,Sudeste,25-34,Standard,Desktop,Terror|Documentário|Drama,10
U0581,Sudeste,45-54,Premium,Mobile,Suspense|Ficção científica|Documentário,40
U0582,Norte,25-34,Premium,Desktop,Terror|Suspense|Aventura,17
U0583,Sudeste,18-24,Basic,Smart TV,Comédia|Crime|Documentário,30
U0584,Sudeste,25-34,Basic,Smart TV,Aventura|Terror|Animação,25
U0585,Norte,55+,Standard,Smart TV,Documentário|Crime|Comédia,17
U0586,Sudeste,45-54,Premium,Smart TV,Suspense|Animação|Documentário,12
U0587,Sudeste,35-44,Basic,Desktop,Aventura|Comédia|Animação,18
U0588,Sudeste,25-34,Standard,Mobile,Terror|Romance|Suspense,30
U0589,Sul,35-44,Basic,Smart TV,Família|Crime|Animação,30
U0590,Centro-Oeste,25-34,Premium,Mobile,Suspense|Romance|Ação,30
U0591,Sudeste,35-44,Basic,Mobile,Suspense|Ação|Família,32
U0592,Nordeste,25-34,Premium,Mobile,Família|Terror|Suspense,3
U0593,Sudeste,45-54,Standard,Smart TV,Ficção científica|Suspense|Terror,19
U0594,Sudeste,35-44,Premium,Tablet,Crime|Terror|Animação,16
U0595,Nordeste,25-34,Premium,Mobile,Suspense|Crime|Ficção científica,20
U0596,Nordeste,35-44,Standard,Desktop,Terror|Crime|Romance,19
U0597,Sul,25-34,Standard,Mobile,Aventura|Animação|Documentário,9
U0598,Sudeste,18-24,Standard,Mobile,Ação|Animação|Suspense,47
U0599,Sudeste,25-34,Premium,Smart TV,Ação|Comédia|Drama,1
U0600,Nordeste,25-34,Standard,Mobile,Crime|Animação|Terror,29
U0601,Sul,25-34,Basic,Smart TV,Drama|Ficção científica|Suspense,23
U0602,Sudeste,35-44,Premium,Tablet,Suspense|Documentário|Aventura,34
U0603,Sudeste,35-44,Basic,Smart TV,Terror|Comédia|Suspense,40
U0604,Nordeste,25-34,Premium,Smart TV,Drama|Animação|Terror,32
U0605,Sudeste,55+,Basic,Mobile,Família|Crime|Animação,37
U0606,Nordeste,45-54,Standard,Mobile,Drama|Terror|Família,14
U0607,Nordeste,18-24,Premium,Mobile,Ficção científica|Animação|Crime,48
U0608,Sudeste,25-34,Standard,Mobile,Ficção científica|Aventura|Terror,5
U0609,Sul,45-54,Standard,Mobile,Animação|Comédia|Terror,33
U0610,Sul,25-34,Basic,Desktop,Ação|Drama|Documentário,8
U0611,Sul,25-34,Basic,Mobile,Terror|Comédia|Suspense,12
U0612,Centro-Oeste,55+,Basic,Mobile,Suspense|Terror|Ação,40
U0613,Sul,45-54,Standard,Desktop,Documentário|Suspense|Crime,33
U0614,Sudeste,45-54,Standard,Smart TV,Ficção científica|Terror|Suspense,31
U0615,Sudeste,45-54,Basic,Smart TV,Ação|Romance|Aventura,40
U0616,Nordeste,18-24,Standard,Smart TV,Romance|Documentário|Crime,14
U0617,Sudeste,35-44,Premium,Mobile,Romance|Terror|Comédia,31
U0618,Nordeste,45-54,Premium,Mobile,Ficção científica|Crime|Aventura,10
U0619,Sudeste,25-34,Standard,Smart TV,Drama|Romance|Crime,24
U0620,Sudeste,18-24,Premium,Smart TV,Ficção científica|Família|Suspense,20
U0621,Sudeste,18-24,Standard,Smart TV,Comédia|Documentário|Ficção científica,30
U0622,Centro-Oeste,35-44,Basic,Mobile,Família|Animação|Aventura,4
U0623,Nordeste,35-44,Standard,Smart TV,Comédia|Documentário|Animação,2
U0624,Sul,45-54,Premium,Desktop,Documentário|Ação|Romance,2
U0625,Sudeste,25-34,Basic,Tablet,Comédia|Ação|Documentário,13
U0626,Centro-Oeste,35-44,Basic,Mobile,Comédia|Animação|Ficção científica,28
U0627,Centro-Oeste,18-24,Premium,Desktop,Romance|Suspense|Ação,8
U0628,Sudeste,55+,Standard,Tablet,Romance|Animação|Documentário,48
U0629,Nordeste,35-44,Premium,Mobile,Suspense|Ação|Drama,20
U0630,Centro-Oeste,35-44,Standard,Mobile,Ficção científica|Suspense|Drama,15
U0631,Sudeste,25-34,Standard,Desktop,Terror|Aventura|Família,43
U0632,Sudeste,18-24,Basic,Mobile,Drama|Aventura|Crime,9
U0633,Sul,18-24,Standard,Mobile,Crime|Comédia|Drama,10
U0634,Sudeste,45-54,Basic,Smart TV,Documentário|Aventura|Comédia,19
U0635,Nordeste,18-24,Basic,Mobile,Família|Aventura|Drama,4
U0636,Sul,45-54,Premium,Desktop,Ficção científica|Família|Ação,33
U0637,Sudeste,25-34,Basic,Mobile,Comédia|Ação|Documentário,38
U0638,Sudeste,35-44,Basic,Smart TV,Comédia|Documentário|Drama,17
U0639,Nordeste,25-34,Basic,Mobile,Crime|Terror|Suspense,42
U0640,Sudeste,18-24,Premium,Desktop,Romance|Crime|Ficção científica,1
U0641,Sudeste,35-44,Premium,Mobile,Animação|Família|Ação,26
U0642,Sudeste,25-34,Basic,Mobile,Crime|Ação|Comédia,36
U0643,Nordeste,25-34,Standard,Smart TV,Terror|Ficção científica|Documentário,19
U0644,Sudeste,35-44,Standard,Smart TV,Documentário|Comédia|Ação,46
U0645,Sudeste,25-34,Standard,Desktop,Aventura|Drama|Ação,21
U0646,Nordeste,35-44,Basic,Smart TV,Animação|Aventura|Comédia,45
U0647,Sudeste,35-44,Basic,Desktop,Romance|Terror|Documentário,32
U0648,Nordeste,18-24,Standard,Smart TV,Drama|Suspense|Comédia,12
U0649,Sudeste,25-34,Basic,Tablet,Ficção científica|Crime|Documentário,40
U0650,Nordeste,18-24,Standard,Mobile,Ficção científica|Aventura|Suspense,2
U0651,Sudeste,18-24,Basic,Mobile,Suspense|Família|Animação,10
U0652,Sudeste,18-24,Premium,Mobile,Terror|Ficção científica|Animação,38
U0653,Sudeste,35-44,Standard,Mobile,Romance|Crime|Animação,44
U0654,Centro-Oeste,18-24,Standard,Mobile,Comédia|Família|Crime,19
U0655,Nordeste,45-54,Premium,Smart TV,Ficção científica|Drama|Crime,32
U0656,Sudeste,35-44,Basic,Smart TV,Suspense|Ficção científica|Comédia,34
U0657,Sudeste,18-24,Basic,Smart TV,Romance|Ação|Crime,36
U0658,Sudeste,35-44,Standard,Mobile,Família|Suspense|Documentário,44
U0659,Sudeste,18-24,Premium,Mobile,Animação|Aventura|Família,5
U0660,Sudeste,18-24,Premium,Smart TV,Suspense|Família|Ação,10
U0661,Centro-Oeste,55+,Standard,Desktop,Animação|Suspense|Ação,45
U0662,Sudeste,25-34,Premium,Smart TV,Comédia|Família|Terror,27
U0663,Centro-Oeste,18-24,Basic,Smart TV,Ação|Suspense|Ficção científica,26
U0664,Sudeste,45-54,Basic,Smart TV,Romance|Ação|Suspense,20
U0665,Nordeste,55+,Basic,Mobile,Animação|Crime|Drama,18
U0666,Sudeste,35-44,Premium,Smart TV,Crime|Comédia|Ação,12
U0667,Sudeste,35-44,Standard,Desktop,Documentário|Drama|Ação,20
U0668,Nordeste,45-54,Standard,Mobile,Suspense|Aventura|Comédia,4
U0669,Sudeste,35-44,Standard,Mobile,Terror|Romance|Ação,15
U0670,Centro-Oeste,25-34,Basic,Smart TV,Ficção científica|Documentário|Romance,48
U0671,Nordeste,45-54,Basic,Mobile,Ficção científica|Drama|Suspense,8
U0672,Norte,35-44,Basic,Desktop,Animação|Ação|Suspense,36
U0673,Nordeste,25-34,Basic,Mobile,Documentário|Terror|Suspense,2
U0674,Sudeste,18-24,Standard,Smart TV,Família|Crime|Terror,36
U0675,Sudeste,25-34,Basic,Smart TV,Ficção científica|Animação|Documentário,13
U0676,Nordeste,18-24,Premium,Smart TV,Suspense|Comédia|Terror,34
U0677,Sudeste,18-24,Premium,Smart TV,Documentário|Romance|Crime,24
U0678,Sul,25-34,Premium,Mobile,Comédia|Suspense|Documentário,38
U0679,Sudeste,55+,Basic,Smart TV,Ação|Comédia|Romance,33
U0680,Nordeste,18-24,Standard,Desktop,Terror|Documentário|Crime,27
U0681,Sudeste,25-34,Basic,Mobile,Aventura|Suspense|Comédia,36
U0682,Sudeste,45-54,Basic,Mobile,Crime|Comédia|Ficção científica,47
U0683,Norte,25-34,Standard,Tablet,Animação|Suspense|Comédia,29
U0684,Nordeste,35-44,Standard,Mobile,Romance|Terror|Crime,9
U0685,Sudeste,35-44,Standard,Smart TV,Romance|Documentário|Aventura,6
U0686,Sudeste,35-44,Premium,Mobile,Crime|Animação|Aventura,27
U0687,Nordeste,18-24,Basic,Mobile,Comédia|Terror|Crime,21
U0688,Sudeste,25-34,Premium,Mobile,Ficção científica|Documentário|Comédia,30
U0689,Sul,35-44,Basic,Desktop,Família|Romance|Ficção científica,33
U0690,Nordeste,18-24,Premium,Mobile,Ação|Crime|Ficção científica,9
U0691,Sudeste,25-34,Standard,Tablet,Terror|Animação|Romance,36
U0692,Sudeste,25-34,Basic,Smart TV,Família|Animação|Suspense,48
U0693,Sudeste,35-44,Standard,Smart TV,Comédia|Documentário|Aventura,16
U0694,Sudeste,25-34,Basic,Smart TV,Romance|Crime|Drama,45
U0695,Sul,35-44,Premium,Mobile,Drama|Ficção científica|Família,45
U0696,Sudeste,35-44,Basic,Smart TV,Terror|Ficção científica|Comédia,21
U0697,Norte,18-24,Premium,Smart TV,Romance|Crime|Família,39
U0698,Nordeste,45-54,Basic,Tablet,Crime|Comédia|Drama,45
U0699,Sudeste,45-54,Premium,Smart TV,Família|Ação|Romance,41
U0700,Sul,25-34,Basic,Smart TV,Drama|Ação|Documentário,19
U0701,Sudeste,25-34,Standard,Smart TV,Ação|Família|Romance,32
U0702,Sudeste,25-34,Premium,Smart TV,Suspense|Romance|Aventura,29
U0703,Sul,45-54,Basic,Smart TV,Aventura|Comédia|Ação,20
U0704,Sudeste,25-34,Basic,Smart TV,Aventura|Terror|Crime,31
U0705,Sudeste,25-34,Standard,Smart TV,Crime|Comédia|Documentário,45
U0706,Sudeste,55+,Standard,Desktop,Comédia|Animação|Família,2
U0707,Sudeste,35-44,Premium,Mobile,Aventura|Crime|Documentário,44
U0708,Nordeste,18-24,Basic,Mobile,Crime|Drama|Documentário,18
U0709,Norte,35-44,Premium,Mobile,Ação|Drama|Animação,40
U0710,Nordeste,45-54,Premium,Mobile,Crime|Drama|Animação,6
U0711,Norte,25-34,Premium,Desktop,Romance|Crime|Ficção científica,43
U0712,Sul,35-44,Basic,Mobile,Aventura|Terror|Suspense,22
U0713,Sudeste,35-44,Basic,Smart TV,Terror|Suspense|Aventura,44
U0714,Centro-Oeste,25-34,Premium,Smart TV,Drama|Ficção científica|Terror,21
U0715,Sudeste,55+,Standard,Smart TV,Família|Ficção científica|Aventura,36
U0716,Sudeste,25-34,Standard,Desktop,Ficção científica|Aventura|Drama,29
U0717,Norte,35-44,Premium,Mobile,Romance|Animação|Crime,10
U0718,Nordeste,45-54,Basic,Smart TV,Ficção científica|Suspense|Documentário,12
U0719,Centro-Oeste,18-24,Standard,Smart TV,Animação|Crime|Aventura,26
U0720,Sudeste,18-24,Standard,Desktop,Suspense|Terror|Família,24
U0721,Nordeste,55+,Premium,Mobile,Suspense|Ação|Aventura,30
U0722,Sudeste,35-44,Premium,Smart TV,Crime|Drama|Animação,39
