interaction_id,user_id,item_id,event_type,event_weight,watch_pct,event_ts,session_id,source
I0024617,U0537,T0118,like,4.0,0.8142,2026-06-23T02:00:00,S0536003,Home
I0015133,U0327,T0042,skip,-1.0,0.0456,2026-06-23T02:00:00,S0326008,Home
I0034992,U0764,T0223,play,1.0,0.3665,2026-06-23T02:00:00,S0763010,Home
I0002711,U0061,T0218,play,1.0,0.3561,2026-06-23T03:00:00,S0060013,Busca
I0021713,U0471,T0135,play,1.0,0.3923,2026-06-23T03:00:00,S0470002,Minha lista
I0023435,U0509,T0146,play,1.0,0.5785,2026-06-23T03:00:00,S0508012,Home
I0029454,U0645,T0221,play,1.0,0.5092,2026-06-23T03:00:00,S0644005,Minha lista
I0013675,U0297,T0030,complete,3.0,0.9336,2026-06-23T04:00:00,S0296005,Minha lista
I0015226,U0329,T0204,complete,3.0,0.8945,2026-06-23T04:00:00,S0328005,Minha lista
I0017980,U0389,T0029,play,1.0,0.4744,2026-06-23T04:00:00,S0388006,Home
I0013803,U0300,T0064,complete,3.0,0.9879,2026-06-23T05:00:00,S0299003,Home
I0015288,U0331,T0111,skip,-1.0,0.0248,2026-06-23T05:00:00,S0330003,Busca
I0000935,U0022,T0163,play,1.0,0.5571,2026-06-23T06:00:00,S0021009,Busca
I0018333,U0396,T0015,play,1.0,0.6116,2026-06-23T06:00:00,S0395007,Busca
I0014203,U0309,T0236,play,1.0,0.3911,2026-06-23T06:00:00,S0308003,Home
I0017230,U0371,T0225,play,1.0,0.4828,2026-06-23T07:00:00,S0370012,Home
I0013968,U0304,T0205,complete,3.0,0.9896,2026-06-23T07:00:00,S0303005,Top 10
I0018734,U0405,T0044,like,4.0,0.9515,2026-06-23T07:00:00,S0404010,Minha lista
I0021160,U0458,T0121,play,1.0,0.3145,2026-06-23T07:00:00,S0457012,Home
I0010102,U0219,T0089,like,4.0,0.8784,2026-06-23T07:00:00,S0218001,Busca
I0023335,U0508,T0055,like,4.0,0.8631,2026-06-23T07:00:00,S0507000,Busca
I0012166,U0263,T0032,complete,3.0,0.8407,2026-06-23T07:00:00,S0262012,Home
I0030445,U0667,T0198,play,1.0,0.6486,2026-06-23T07:00:00,S0666003,Home
I0010284,U0222,T0208,play,1.0,0.4004,2026-06-23T07:00:00,S0221008,Home
I0023784,U0518,T0133,play,1.0,0.3819,2026-06-23T08:00:00,S0517001,Busca
I0015792,U0340,T0175,skip,-1.0,0.1258,2026-06-23T08:00:00,S0339014,Top 10
I0015691,U0338,T0198,play,1.0,0.2614,2026-06-23T08:00:00,S0337008,Minha lista
I0008180,U0179,T0206,skip,-1.0,0.1493,2026-06-23T08:00:00,S0178009,Home
I0027176,U0592,T0071,play,1.0,0.4745,2026-06-23T08:00:00,S0591013,Home
I0019314,U0418,T0141,like,4.0,0.803,2026-06-23T08:00:00,S0417002,Home
I0014293,U0310,T0163,complete,3.0,0.9716,2026-06-23T08:00:00,S0309011,Home
I0020665,U0448,T0136,play,1.0,0.5147,2026-06-23T09:00:00,S0447009,Busca
I0032127,U0704,T0196,complete,3.0,0.9458,2026-06-23T09:00:00,S0703003,Top 10
I0034228,U0748,T0178,complete,3.0,0.8725,2026-06-23T09:00:00,S0747004,Home
I0022415,U0487,T0095,like,4.0,0.8184,2026-06-23T09:00:00,S0486007,Home
I0030772,U0674,T0102,skip,-1.0,0.1108,2026-06-23T09:00:00,S0673003,Home
I0012828,U0278,T0140,play,1.0,0.3811,2026-06-23T09:00:00,S0277000,Home
I0030556,U0669,T0196,complete,3.0,0.9871,2026-06-23T09:00:00,S0668009,Minha lista
I0005750,U0126,T0128,play,1.0,0.4073,2026-06-23T10:00:00,S0125008,Home
I0013488,U0294,T0215,complete,3.0,0.8278,2026-06-23T10:00:00,S0293001,Minha lista
I0018612,U0403,T0224,play,1.0,0.5596,2026-06-23T10:00:00,S0402001,Home
I0005103,U0113,T0166,complete,3.0,0.9331,2026-06-23T10:00:00,S0112013,Home
I0021955,U0476,T0004,complete,3.0,0.8328,2026-06-23T10:00:00,S0475005,Home
I0018750,U0405,T0162,like,4.0,0.7607,2026-06-23T10:00:00,S0404014,Home
I0029140,U0637,T0167,like,4.0,0.7645,2026-06-23T11:00:00,S0636008,Minha lista
I0009588,U0209,T0183,like,4.0,0.7207,2026-06-23T11:00:00,S0208006,Home
I0025622,U0559,T0035,like,4.0,0.8515,2026-06-23T11:00:00,S0558000,Home
I0009253,U0203,T0196,complete,3.0,0.997,2026-06-23T12:00:00,S0202004,Home
I0007631,U0167,T0121,like,4.0,0.9818,2026-06-23T12:00:00,S0166001,Busca
I0036642,U0798,T0108,play,1.0,0.5076,2026-06-23T12:00:00,S0797007,Home
I0030936,U0678,T0008,skip,-1.0,0.1357,2026-06-23T12:00:00,S0677001,Busca
I0034055,U0744,T0129,play,1.0,0.3363,2026-06-23T12:00:00,S0743006,Home
I0020196,U0437,T0211,complete,3.0,0.9586,2026-06-23T12:00:00,S0436004,Busca
I0016098,U0347,T0201,play,1.0,0.3143,2026-06-23T12:00:00,S0346007,Home
I0003264,U0073,T0198,play,1.0,0.3244,2026-06-23T12:00:00,S0072007,Minha lista
I0031010,U0679,T0074,skip,-1.0,0.0498,2026-06-23T12:00:00,S0678011,Busca
I0036024,U0786,T0174,complete,3.0,0.8914,2026-06-23T13:00:00,S0785000,Home
I0004602,U0104,T0234,complete,3.0,0.9639,2026-06-23T13:00:00,S0103007,Home
I0014263,U0310,T0126,complete,3.0,0.9786,2026-06-23T13:00:00,S0309004,Busca
I0014865,U0322,T0135,skip,-1.0,0.013,2026-06-23T13:00:00,S0321012,Home
I0013578,U0295,T0091,play,1.0,0.3587,2026-06-23T13:00:00,S0294011,Top 10
I0010943,U0237,T0127,play,1.0,0.2228,2026-06-23T13:00:00,S0236001,Home
I0030787,U0674,T0125,play,1.0,0.6042,2026-06-23T13:00:00,S0673007,Home
I0008722,U0191,T0090,skip,-1.0,0.023,2026-06-23T13:00:00,S0190012,Home
I0036545,U0796,T0030,complete,3.0,0.9136,2026-06-23T13:00:00,S0795004,Top 10
I0008072,U0177,T0007,complete,3.0,0.9931,2026-06-23T14:00:00,S0176003,Home
I0034600,U0756,T0022,skip,-1.0,0.1332,2026-06-23T14:00:00,S0755009,Home
I0025671,U0560,T0091,play,1.0,0.609,2026-06-23T14:00:00,S0559002,Minha lista
I0002834,U0064,T0199,play,1.0,0.6217,2026-06-23T14:00:00,S0063005,Home
I0029673,U0650,T0074,complete,3.0,0.8721,2026-06-23T14:00:00,S0649005,Home
I0024222,U0529,T0137,complete,3.0,0.9535,2026-06-23T15:00:00,S0528002,Home
I0010782,U0233,T0128,complete,3.0,0.8735,2026-06-23T15:00:00,S0232011,Home
I0010453,U0226,T0235,like,4.0,0.94,2026-06-23T15:00:00,S0225001,Home
I0021119,U0458,T0109,like,4.0,0.7489,2026-06-23T15:00:00,S0457002,Top 10
I0025299,U0550,T0094,play,1.0,0.5168,2026-06-23T16:00:00,S0549005,Home
I0015602,U0337,T0068,complete,3.0,0.9882,2026-06-23T16:00:00,S0336002,Home
I0018959,U0410,T0038,play,1.0,0.324,2026-06-23T16:00:00,S0409002,Busca
I0014542,U0315,T0039,skip,-1.0,0.1467,2026-06-23T16:00:00,S0314008,Home
I0005025,U0112,T0065,play,1.0,0.2551,2026-06-23T16:00:00,S0111010,Busca
I0013983,U0304,T0237,complete,3.0,0.9331,2026-06-23T16:00:00,S0303008,Top 10
I0001487,U0033,T0057,complete,3.0,0.8719,2026-06-23T16:00:00,S0032011,Home
I0016499,U0356,T0101,complete,3.0,0.9685,2026-06-23T16:00:00,S0355008,Busca
I0000521,U0012,T0104,like,4.0,0.7552,2026-06-23T16:00:00,S0011008,Minha lista
I0000505,U0012,T0091,like,4.0,0.838,2026-06-23T16:00:00,S0011004,Home
I0028196,U0617,T0149,skip,-1.0,0.0102,2026-06-23T16:00:00,S0616000,Busca
I0025460,U0554,T0006,like,4.0,0.8907,2026-06-23T17:00:00,S0553006,Home
I0024306,U0531,T0038,complete,3.0,0.9118,2026-06-23T17:00:00,S0530002,Home
I0014278,U0310,T0136,play,1.0,0.6112,2026-06-23T17:00:00,S0309007,Home
I0000736,U0017,T0130,complete,3.0,0.8595,2026-06-23T17:00:00,S0016014,Home
I0021809,U0472,T0225,complete,3.0,0.8482,2026-06-23T17:00:00,S0471012,Home
I0029041,U0635,T0093,play,1.0,0.2172,2026-06-23T17:00:00,S0634003,Top 10
I0005315,U0117,T0170,like,4.0,0.914,2026-06-23T18:00:00,S0116009,Home
I0007471,U0163,T0161,skip,-1.0,0.1064,2026-06-23T18:00:00,S0162008,Home
I0021754,U0471,T0176,play,1.0,0.4827,2026-06-23T18:00:00,S0470013,Home
I0030525,U0669,T0146,complete,3.0,0.9547,2026-06-23T18:00:00,S0668002,Home
I0002385,U0055,T0093,play,1.0,0.4872,2026-06-23T18:00:00,S0054004,Home
I0023713,U0516,T0205,play,1.0,0.4718,2026-06-23T18:00:00,S0515012,Home
I0030616,U0670,T0127,complete,3.0,0.957,2026-06-23T18:00:00,S0669011,Home
I0023206,U0505,T0022,like,4.0,0.8255,2026-06-23T19:00:00,S0504002,Home
I0034796,U0761,T0075,like,4.0,0.7295,2026-06-23T19:00:00,S0760004,Busca
I0004680,U0106,T0219,like,4.0,0.8066,2026-06-23T19:00:00,S0105001,Home
I0017588,U0379,T0006,complete,3.0,0.8738,2026-06-23T19:00:00,S0378004,Top 10
I0022000,U0477,T0117,play,1.0,0.4478,2026-06-23T19:00:00,S0476008,Busca
I0022061,U0479,T0097,like,4.0,0.7718,2026-06-23T19:00:00,S0478000,Home
I0034080,U0744,T0005,play,1.0,0.5069,2026-06-23T19:00:00,S0743012,Home
I0010192,U0220,T0171,complete,3.0,0.9151,2026-06-23T19:00:00,S0219014,Home
I0029304,U0642,T0019,complete,3.0,0.9511,2026-06-23T19:00:00,S0641000,Busca
I0015241,U0330,T0217,complete,3.0,0.9493,2026-06-23T20:00:00,S0329002,Busca
I0008748,U0192,T0212,complete,3.0,0.9665,2026-06-23T20:00:00,S0191004,Home
I0011923,U0258,T0235,like,4.0,0.7261,2026-06-23T20:00:00,S0257004,Busca
I0012060,U0261,T0235,like,4.0,0.7995,2026-06-23T20:00:00,S0260007,Home
I0005668,U0124,T0033,complete,3.0,0.9295,2026-06-23T21:00:00,S0123012,Minha lista
I0007556,U0165,T0196,complete,3.0,0.9235,2026-06-23T21:00:00,S0164006,Busca
I0035350,U0771,T0176,complete,3.0,0.8205,2026-06-23T21:00:00,S0770015,Busca
I0019758,U0428,T0146,complete,3.0,0.8596,2026-06-23T21:00:00,S0427000,Busca
I0023800,U0518,T0146,skip,-1.0,0.1592,2026-06-23T22:00:00,S0517005,Home
I0017533,U0378,T0175,play,1.0,0.2333,2026-06-23T22:00:00,S0377004,Home
I0025594,U0558,T0175,complete,3.0,0.8872,2026-06-23T22:00:00,S0557001,Home
I0014177,U0308,T0192,like,4.0,0.7731,2026-06-23T23:00:00,S0307006,Home
I0021581,U0468,T0021,complete,3.0,0.8356,2026-06-23T23:00:00,S0467004,Minha lista
I0019861,U0430,T0080,play,1.0,0.6613,2026-06-23T23:00:00,S0429000,Home
I0008414,U0185,T0074,like,4.0,0.8552,2026-06-23T23:00:00,S0184001,Minha lista
I0008574,U0188,T0132,play,1.0,0.2649,2026-06-23T23:00:00,S0187011,Home
I0023516,U0512,T0193,complete,3.0,0.9418,2026-06-23T23:00:00,S0511004,Home
I0004197,U0095,T0171,complete,3.0,0.9822,2026-06-23T23:00:00,S0094002,Busca
I0008082,U0177,T0019,play,1.0,0.2953,2026-06-23T23:00:00,S0176006,Busca
I0002490,U0057,T0035,complete,3.0,0.8592,2026-06-23T23:00:00,S0056002,Busca
I0032314,U0707,T0193,complete,3.0,0.8499,2026-06-24T00:00:00,S0706008,Home
I0013455,U0293,T0230,skip,-1.0,0.1049,2026-06-24T00:00:00,S0292003,Home
I0012942,U0279,T0048,complete,3.0,0.8403,2026-06-24T00:00:00,S0278013,Home
I0007939,U0173,T0198,complete,3.0,0.9036,2026-06-24T01:00:00,S0172009,Top 10
I0029235,U0640,T0136,like,4.0,0.8708,2026-06-24T01:00:00,S0639006,Home
I0005155,U0114,T0191,like,4.0,0.91,2026-06-24T02:00:00,S0113011,Home
I0035964,U0784,T0129,complete,3.0,0.8603,2026-06-24T02:00:00,S0783007,Home
I0023082,U0501,T0091,play,1.0,0.542,2026-06-24T02:00:00,S0500015,Home
I0004904,U0110,T0221,complete,3.0,0.9962,2026-06-24T02:00:00,S0109007,Home
I0034893,U0763,T0203,play,1.0,0.3649,2026-06-24T02:00:00,S0762000,Minha lista
I0002269,U0052,T0150,play,1.0,0.5635,2026-06-24T02:00:00,S0051004,Home
I0021063,U0457,T0049,skip,-1.0,0.0238,2026-06-24T02:00:00,S0456000,Minha lista
I0006229,U0137,T0180,play,1.0,0.5429,2026-06-24T03:00:00,S0136002,Minha lista
I0006750,U0148,T0060,complete,3.0,0.8452,2026-06-24T03:00:00,S0147002,Home
I0022699,U0493,T0120,complete,3.0,0.9844,2026-06-24T03:00:00,S0492008,Busca
I0032392,U0709,T0108,play,1.0,0.5807,2026-06-24T03:00:00,S0708006,Home
I0004650,U0105,T0046,complete,3.0,0.9002,2026-06-24T04:00:00,S0104010,Home
I0014991,U0325,T0151,skip,-1.0,0.1467,2026-06-24T04:00:00,S0324003,Home
I0017633,U0380,T0074,skip,-1.0,0.0685,2026-06-24T04:00:00,S0379005,Busca
I0017784,U0384,T0222,skip,-1.0,0.0828,2026-06-24T04:00:00,S0383002,Busca
I0004441,U0100,T0062,like,4.0,0.7412,2026-06-24T04:00:00,S0099015,Busca
I0003575,U0080,T0189,skip,-1.0,0.0321,2026-06-24T04:00:00,S0079008,Busca
I0029253,U0640,T0160,skip,-1.0,0.1001,2026-06-24T04:00:00,S0639010,Home
I0022545,U0490,T0116,play,1.0,0.2687,2026-06-24T04:00:00,S0489006,Home
I0035304,U0771,T0171,play,1.0,0.4395,2026-06-24T04:00:00,S0770004,Minha lista
I0001347,U0031,T0062,play,1.0,0.2464,2026-06-24T05:00:00,S0030007,Top 10
I0019254,U0416,T0010,like,4.0,0.9572,2026-06-24T05:00:00,S0415008,Home
I0021292,U0461,T0155,complete,3.0,0.9438,2026-06-24T05:00:00,S0460004,Home
I0019869,U0430,T0036,like,4.0,0.8728,2026-06-24T05:00:00,S0429002,Home
I0011335,U0245,T0136,complete,3.0,0.9428,2026-06-24T05:00:00,S0244002,Home
I0015251,U0330,T0062,like,4.0,0.7695,2026-06-24T05:00:00,S0329004,Home
I0027202,U0593,T0187,skip,-1.0,0.1356,2026-06-24T05:00:00,S0592006,Home
I0030526,U0669,T0028,like,4.0,0.7478,2026-06-24T05:00:00,S0668002,Minha lista
I0003180,U0072,T0099,play,1.0,0.2406,2026-06-24T05:00:00,S0071000,Home
I0023705,U0516,T0053,like,4.0,0.9133,2026-06-24T06:00:00,S0515010,Minha lista
I0026434,U0577,T0222,complete,3.0,0.9039,2026-06-24T06:00:00,S0576004,Minha lista
I0031600,U0693,T0099,like,4.0,0.9979,2026-06-24T06:00:00,S0692006,Home
I0013857,U0301,T0007,like,4.0,0.9855,2026-06-24T06:00:00,S0300009,Home
I0017265,U0372,T0136,play,1.0,0.6546,2026-06-24T06:00:00,S0371007,Home
I0035792,U0780,T0214,complete,3.0,0.9021,2026-06-24T06:00:00,S0779009,Home
I0005777,U0127,T0151,complete,3.0,0.9363,2026-06-24T07:00:00,S0126000,Minha lista
I0023595,U0514,T0050,complete,3.0,0.9442,2026-06-24T07:00:00,S0513003,Busca
I0012335,U0267,T0152,complete,3.0,0.9935,2026-06-24T07:00:00,S0266006,Home
I0036376,U0792,T0144,play,1.0,0.5662,2026-06-24T07:00:00,S0791004,Busca
I0026612,U0580,T0086,play,1.0,0.2784,2026-06-24T07:00:00,S0579009,Busca
I0031343,U0688,T0064,play,1.0,0.7132,2026-06-24T07:00:00,S0687003,Home
I0024811,U0540,T0151,complete,3.0,0.888,2026-06-24T07:00:00,S0539010,Home
I0019215,U0415,T0113,skip,-1.0,0.1449,2026-06-24T07:00:00,S0414005,Home
I0035870,U0782,T0040,complete,3.0,0.9661,2026-06-24T08:00:00,S0781007,Home
I0031202,U0684,T0016,play,1.0,0.4822,2026-06-24T08:00:00,S0683010,Minha lista
I0017645,U0381,T0093,play,1.0,0.3139,2026-06-24T08:00:00,S0380000,Home
I0012741,U0275,T0026,complete,3.0,0.9478,2026-06-24T08:00:00,S0274010,Top 10
I0020873,U0453,T0198,complete,3.0,0.8795,2026-06-24T08:00:00,S0452002,Home
I0009614,U0209,T0015,complete,3.0,0.8521,2026-06-24T08:00:00,S0208013,Minha lista
I0027755,U0607,T0118,play,1.0,0.7027,2026-06-24T08:00:00,S0606003,Busca
I0011563,U0249,T0015,play,1.0,0.5409,2026-06-24T08:00:00,S0248014,Busca
I0024197,U0528,T0070,play,1.0,0.4444,2026-06-24T08:00:00,S0527011,Busca
I0028042,U0613,T0123,complete,3.0,0.8287,2026-06-24T08:00:00,S0612014,Home
I0024646,U0538,T0171,play,1.0,0.3081,2026-06-24T09:00:00,S0537000,Top 10
I0022930,U0498,T0082,like,4.0,0.8346,2026-06-24T09:00:00,S0497009,Home
I0021696,U0470,T0034,skip,-1.0,0.1105,2026-06-24T09:00:00,S0469011,Home
I0000655,U0016,T0179,complete,3.0,0.9706,2026-06-24T09:00:00,S0015002,Home
I0013930,U0303,T0016,like,4.0,0.8445,2026-06-24T09:00:00,S0302010,Home
I0003800,U0085,T0102,skip,-1.0,0.1013,2026-06-24T09:00:00,S0084005,Home
I0001135,U0027,T0125,play,1.0,0.3273,2026-06-24T10:00:00,S0026001,Minha lista
I0017559,U0378,T0070,play,1.0,0.1938,2026-06-24T10:00:00,S0377011,Home
I0012370,U0268,T0001,skip,-1.0,0.1515,2026-06-24T10:00:00,S0267001,Home
I0027422,U0599,T0179,play,1.0,0.5385,2026-06-24T10:00:00,S0598002,Minha lista
I0000740,U0018,T0194,play,1.0,0.342,2026-06-24T10:00:00,S0017000,Home
I0022581,U0491,T0236,skip,-1.0,0.0683,2026-06-24T10:00:00,S0490007,Home
I0001080,U0026,T0178,complete,3.0,0.8499,2026-06-24T11:00:00,S0025000,Busca
I0014807,U0321,T0110,play,1.0,0.3344,2026-06-24T11:00:00,S0320009,Home
I0004792,U0108,T0037,play,1.0,0.583,2026-06-24T11:00:00,S0107003,Home
I0019859,U0430,T0047,complete,3.0,0.9299,2026-06-24T11:00:00,S0429000,Home
I0006880,U0151,T0175,play,1.0,0.2794,2026-06-24T11:00:00,S0150005,Busca
I0008632,U0190,T0007,skip,-1.0,0.0528,2026-06-24T11:00:00,S0189003,Busca
I0013896,U0303,T0080,like,4.0,0.9804,2026-06-24T11:00:00,S0302002,Busca
I0032557,U0712,T0183,complete,3.0,0.9518,2026-06-24T11:00:00,S0711010,Home
I0032362,U0708,T0154,complete,3.0,0.8347,2026-06-24T11:00:00,S0707007,Busca
I0015252,U0330,T0189,like,4.0,0.869,2026-06-24T11:00:00,S0329004,Busca
I0008247,U0181,T0136,like,4.0,0.8536,2026-06-24T11:00:00,S0180003,Busca
I0028533,U0625,T0023,play,1.0,0.4416,2026-06-24T12:00:00,S0624001,Home
I0009165,U0201,T0234,skip,-1.0,0.1336,2026-06-24T12:00:00,S0200009,Minha lista
I0024539,U0535,T0034,complete,3.0,0.9692,2026-06-24T12:00:00,S0534010,Top 10
I0031221,U0685,T0153,like,4.0,0.7752,2026-06-24T12:00:00,S0684003,Home
I0029278,U0641,T0090,like,4.0,0.7758,2026-06-24T12:00:00,S0640004,Busca
I0015366,U0333,T0088,complete,3.0,0.9817,2026-06-24T12:00:00,S0332001,Busca
I0009164,U0201,T0074,skip,-1.0,0.0466,2026-06-24T13:00:00,S0200009,Busca
I0035286,U0770,T0239,play,1.0,0.5218,2026-06-24T13:00:00,S0769013,Minha lista
I0026142,U0570,T0210,play,1.0,0.3085,2026-06-24T14:00:00,S0569013,Home
I0030574,U0670,T0235,complete,3.0,0.8329,2026-06-24T14:00:00,S0669000,Minha lista
I0030569,U0669,T0126,play,1.0,0.3255,2026-06-24T14:00:00,S0668013,Busca
I0027226,U0594,T0159,skip,-1.0,0.1094,2026-06-24T14:00:00,S0593004,Minha lista
I0007890,U0172,T0156,like,4.0,0.8015,2026-06-24T14:00:00,S0171006,Busca
I0013041,U0282,T0239,complete,3.0,0.9365,2026-06-24T14:00:00,S0281006,Home
I0028363,U0621,T0175,like,4.0,0.9325,2026-06-24T14:00:00,S0620000,Busca
I0024226,U0529,T0080,complete,3.0,0.873,2026-06-24T14:00:00,S0528003,Home
I0015137,U0327,T0074,like,4.0,0.9415,2026-06-24T14:00:00,S0326009,Home
I0021402,U0464,T0129,like,4.0,0.7969,2026-06-24T14:00:00,S0463003,Minha lista
I0026362,U0575,T0039,complete,3.0,0.8231,2026-06-24T14:00:00,S0574010,Home
I0022072,U0479,T0148,play,1.0,0.1975,2026-06-24T14:00:00,S0478003,Top 10
I0001078,U0026,T0108,complete,3.0,0.8363,2026-06-24T15:00:00,S0025000,Home
I0002098,U0048,T0150,play,1.0,0.7161,2026-06-24T15:00:00,S0047007,Home
I0033599,U0734,T0003,play,1.0,0.3503,2026-06-24T15:00:00,S0733010,Minha lista
I0032988,U0721,T0031,complete,3.0,0.8414,2026-06-24T15:00:00,S0720009,Home
I0009879,U0215,T0150,play,1.0,0.3233,2026-06-24T15:00:00,S0214000,Home
I0007342,U0161,T0024,play,1.0,0.186,2026-06-24T15:00:00,S0160002,Minha lista
I0034112,U0745,T0009,complete,3.0,0.8711,2026-06-24T16:00:00,S0744006,Home
I0000790,U0019,T0009,play,1.0,0.245,2026-06-24T16:00:00,S0018001,Home
I0024372,U0532,T0031,complete,3.0,0.9267,2026-06-24T16:00:00,S0531006,Home
I0019812,U0429,T0017,skip,-1.0,0.0957,2026-06-24T17:00:00,S0428002,Top 10
I0030176,U0661,T0233,skip,-1.0,0.0773,2026-06-24T17:00:00,S0660004,Minha lista
I0018887,U0408,T0163,complete,3.0,0.8264,2026-06-24T17:00:00,S0407009,Home
I0026374,U0576,T0143,skip,-1.0,0.0822,2026-06-24T17:00:00,S0575000,Home
I0011874,U0257,T0198,like,4.0,0.8101,2026-06-24T17:00:00,S0256000,Top 10
I0016512,U0356,T0016,complete,3.0,0.9109,2026-06-24T17:00:00,S0355011,Home
I0030388,U0665,T0155,play,1.0,0.1969,2026-06-24T18:00:00,S0664006,Top 10
I0019186,U0414,T0158,skip,-1.0,0.1451,2026-06-24T18:00:00,S0413009,Home
I0026435,U0577,T0049,play,1.0,0.6022,2026-06-24T18:00:00,S0576005,Home
I0018742,U0405,T0121,complete,3.0,0.8326,2026-06-24T18:00:00,S0404012,Busca
I0019427,U0420,T0047,complete,3.0,0.8969,2026-06-24T18:00:00,S0419003,Busca
I0003099,U0070,T0106,play,1.0,0.5777,2026-06-24T18:00:00,S0069003,Busca
I0034155,U0747,T0028,play,1.0,0.6877,2026-06-24T18:00:00,S0746002,Home
I0012645,U0273,T0078,complete,3.0,0.9425,2026-06-24T19:00:00,S0272009,Home
I0002770,U0062,T0073,complete,3.0,0.9772,2026-06-24T19:00:00,S0061012,Home
I0005947,U0130,T0121,complete,3.0,0.9602,2026-06-24T19:00:00,S0129003,Home
I0019890,U0430,T0217,complete,3.0,0.9761,2026-06-24T19:00:00,S0429007,Home
I0030223,U0662,T0239,complete,3.0,0.874,2026-06-24T19:00:00,S0661007,Busca
I0024652,U0538,T0206,complete,3.0,0.8354,2026-06-24T19:00:00,S0537002,Home
I0004729,U0107,T0033,skip,-1.0,0.1142,2026-06-24T19:00:00,S0106003,Home
I0005093,U0113,T0021,complete,3.0,0.9133,2026-06-24T20:00:00,S0112011,Busca
I0028993,U0634,T0079,play,1.0,0.4122,2026-06-24T20:00:00,S0633006,Home
I0035373,U0772,T0155,complete,3.0,0.9574,2026-06-24T20:00:00,S0771005,Busca
I0014732,U0320,T0200,play,1.0,0.6358,2026-06-24T20:00:00,S0319003,Home
I0003597,U0081,T0012,play,1.0,0.1919,2026-06-24T20:00:00,S0080002,Home
I0032561,U0712,T0156,play,1.0,0.3932,2026-06-24T20:00:00,S0711011,Busca
I0025607,U0558,T0040,complete,3.0,0.9467,2026-06-24T20:00:00,S0557004,Home
I0034798,U0761,T0227,complete,3.0,0.8748,2026-06-24T20:00:00,S0760005,Busca
I0034349,U0751,T0114,like,4.0,0.9069,2026-06-24T21:00:00,S0750001,Busca
I0027617,U0603,T0123,play,1.0,0.531,2026-06-24T21:00:00,S0602010,Home
I0013048,U0283,T0102,skip,-1.0,0.0758,2026-06-24T21:00:00,S0282001,Top 10
I0021255,U0460,T0222,play,1.0,0.5526,2026-06-24T21:00:00,S0459009,Home
I0025474,U0554,T0044,skip,-1.0,0.1446,2026-06-24T22:00:00,S0553009,Busca
I0033044,U0722,T0066,complete,3.0,0.9377,2026-06-24T22:00:00,S0721007,Home
I0016547,U0357,T0008,like,4.0,0.8524,2026-06-24T22:00:00,S0356004,Home
I0007842,U0171,T0008,complete,3.0,0.8806,2026-06-24T22:00:00,S0170005,Top 10
I0004324,U0098,T0147,play,1.0,0.3047,2026-06-24T22:00:00,S0097003,Busca
I0026808,U0585,T0206,like,4.0,0.7506,2026-06-24T22:00:00,S0584003,Home
I0018691,U0404,T0165,like,4.0,0.8707,2026-06-24T22:00:00,S0403009,Top 10
I0013544,U0295,T0135,complete,3.0,0.8335,2026-06-24T22:00:00,S0294002,Home
I0026165,U0571,T0001,play,1.0,0.2256,2026-06-24T23:00:00,S0570005,Home
I0024415,U0533,T0170,complete,3.0,0.9737,2026-06-24T23:00:00,S0532005,Minha lista
I0016047,U0346,T0179,complete,3.0,0.9449,2026-06-24T23:00:00,S0345005,Home
I0007730,U0169,T0079,play,1.0,0.2298,2026-06-24T23:00:00,S0168002,Top 10
I0036002,U0785,T0166,complete,3.0,0.8381,2026-06-24T23:00:00,S0784002,Home
I0031830,U0698,T0077,play,1.0,0.5272,2026-06-24T23:00:00,S0697004,Home
I0010816,U0234,T0221,like,4.0,0.859,2026-06-24T23:00:00,S0233007,Home
I0034519,U0755,T0065,play,1.0,0.3807,2026-06-25T00:00:00,S0754002,Busca
I0001911,U0044,T0218,like,4.0,0.9103,2026-06-25T00:00:00,S0043000,Home
I0018238,U0394,T0118,complete,3.0,0.8987,2026-06-25T00:00:00,S0393006,Busca
I0016222,U0350,T0126,complete,3.0,0.9388,2026-06-25T00:00:00,S0349008,Home
I0006126,U0134,T0214,play,1.0,0.4128,2026-06-25T00:00:00,S0133010,Minha lista
I0008909,U0195,T0178,complete,3.0,0.8207,2026-06-25T01:00:00,S0194006,Home
I0022533,U0490,T0006,complete,3.0,0.959,2026-06-25T01:00:00,S0489003,Minha lista
I0004900,U0110,T0027,like,4.0,0.766,2026-06-25T02:00:00,S0109006,Busca
I0025442,U0554,T0040,complete,3.0,0.8471,2026-06-25T02:00:00,S0553001,Home
I0008991,U0197,T0196,complete,3.0,0.9626,2026-06-25T02:00:00,S0196006,Home
I0005420,U0120,T0240,complete,3.0,0.964,2026-06-25T03:00:00,S0119003,Home
I0017949,U0388,T0105,like,4.0,0.8814,2026-06-25T03:00:00,S0387006,Home
I0023777,U0518,T0199,skip,-1.0,0.1137,2026-06-25T03:00:00,S0517000,Busca
I0006455,U0142,T0038,complete,3.0,0.844,2026-06-25T03:00:00,S0141004,Home
I0011976,U0259,T0172,complete,3.0,0.9224,2026-06-25T03:00:00,S0258006,Home
I0031829,U0698,T0199,complete,3.0,0.9456,2026-06-25T03:00:00,S0697004,Busca
I0035552,U0775,T0140,complete,3.0,0.9027,2026-06-25T03:00:00,S0774014,Home
